url,page_type,current_primary_intent,target_query_or_need,gsc_or_other_evidence,action,reason,title_or_snippet_hypothesis,content_evidence_gap,technical_issue,internal_link_sources,internal_link_targets,conversion_next_step,priority,owner,acceptance_test,review_at_days
"https://www.accumeasuretech.com/products/am-emf100-electromagnetic-flow-meter","Product detail","Evaluate magmeter fit for conductive liquids","AM-EMF100 electromagnetic flow meter","GSC 28d 14 impressions 0 clicks position 30.79","UPDATE","Core product can support flow demand but needs application and document proof","Keep model title; test application-specific snippet after evidence","Calibration data real installation and approved datasheet pending","None confirmed","/products/flow|/applications/electromagnetic-flow-meter-for-water-treatment|/case-studies/indonesia-pdam-electromagnetic-flow","/applications/electromagnetic-flow-meter-for-water-treatment|/compare/electromagnetic-vs-ultrasonic-flow-meter|/resources|/contact","Send fluid conductivity pipe size lining and output requirements","P2","Engineering + Content","Approved datasheet and application limits match page; 28/60d review",60
"https://www.accumeasuretech.com/products/am-uf200-ultrasonic-flow-meter","Product detail","Evaluate clamp-on ultrasonic flow measurement","AM-UF200 clamp-on ultrasonic flow meter","No material 28d page row; category receives non-contact queries","UPDATE","This is the likely truthful destination for non-contact flow intent if capability is confirmed","Keep model title; test clamp-on/non-contact wording only after engineering approval","Portable capability pipe/material limits and evidence pending","None confirmed","/products/flow|/compare/electromagnetic-vs-ultrasonic-flow-meter","/compare/electromagnetic-vs-ultrasonic-flow-meter|/contact","Send pipe OD material lining fluid and installation details","P2","Engineering + Content","Terminology and limits approved; no unsupported portable claim; 28/60d review",60
"https://www.accumeasuretech.com/products/am-mf50-mass-flow-meter","Product detail","Evaluate mass flow measurement fit","AM-MF50 mass flow meter; portable mass flow meter","Category query cluster includes 54 impressions for mass portable flow meters at position 54.22","KEEP","Portable intent may not match the product; engineering validation comes before content change","Keep model title unless portability is a documented capability","Portable use case accuracy range and installation proof pending","None confirmed","/products/flow","/contact","Send gas/liquid flow range pressure and portability requirement","P2","Engineering + SEO","Portable query is accepted or rejected with product evidence; copy remains truthful",60
"https://www.accumeasuretech.com/products/am-pt300-pressure-transmitter","Product detail","Evaluate pressure transmitter specifications and OEM fit","AM-PT300 pressure transmitter 4-20mA","No material 28d page row; pressure category 73 impressions 1 click","KEEP","Use category and guide evidence before a product rewrite","Keep model-led title","Calibration sample OEM examples and approved images pending","None confirmed","/products/pressure|/blog/pressure-transmitter-selection-guide|/applications/pressure-transmitter-for-oem-equipment","/blog/pressure-transmitter-selection-guide|/applications/pressure-transmitter-for-oem-equipment|/contact","Send range process connection output medium and OEM need","P2","Engineering + Content","Specs match approved source and selection path is available",60
"https://www.accumeasuretech.com/products/am-pg200-digital-pressure-gauge","Product detail","Evaluate digital gauge and OEM/private-label fit","AM-PG200 digital pressure gauge OEM","No material current near-win row; ex-certified pressure gauge query has 26 impressions position 62.88; claim scope pending","UPDATE","Commercial query exists but certification and OEM evidence must be checked first","Keep model title; do not add Ex-certified wording without exact evidence","Ex certification calibration and OEM case evidence pending","None confirmed","/products/pressure|/case-studies/brazil-integrator-oem-pressure-gauge|/customization","/case-studies/brazil-integrator-oem-pressure-gauge|/customization|/contact","Send pressure range accuracy connection quantity and branding need","P1","Engineering + Marketing","No unsupported Ex claim; OEM evidence approved or weakened; 30/60d review",30
"https://www.accumeasuretech.com/industries","Industry hub","Explore fit by water oil gas chemical and OEM context","industrial measurement applications by industry","No material 28d page row; claim C012 pending; application hub unknown to Google","UPDATE","Industry paths can improve discovery but project-volume claims need proof","Keep title; test evidence-led industry labels after approval","Industry volume project and capability evidence pending","None confirmed","/|/products|/case-studies","/applications|/case-studies|/products|/contact","Choose application then RFQ","P1","Marketing + Operations","Unsupported volume claims removed/approved; application links are crawlable and task-specific",30
"https://www.accumeasuretech.com/resources","Resource center","Find or request datasheets manuals certificates and files","AccuMeasure datasheet manual certificate request","GSC 28d 27 impressions 0 clicks position 21.85; no approved public asset set","UPDATE","Resource intent is visible but the deliverable must be real or explicitly controlled","Keep title; test controlled-document wording after delivery measurement","Approved revisioned PDFs manuals 3D files and ownership pending","None confirmed","/|/products|/certificates","/certificates|/contact","Request a named controlled document; track request and delivery","P1","Engineering + Marketing","Every listed file exists and is approved or clearly request-only; delivery event verified",30
"https://www.accumeasuretech.com/quality","Trust page","Verify calibration testing and QC process","AccuMeasure quality calibration and aging test","GSC 28d 14 impressions 0 clicks position 6.00; claims C005 C006 pending","UPDATE","Near-win trust page lacks approved SOP and sample records","Keep title; after approval test a verifiable-process snippet","72-hour aging temperature cycle equipment and traceability evidence pending","None confirmed","/|/about|/certificates|/products","/certificates|/resources|/contact","Review quality proof then request report/RFQ","P1","Operations + Engineering","Every process/number has approved evidence or conservative wording; 30/60/90 review",30
"https://www.accumeasuretech.com/certificates","Trust/resource page","Verify certification status scope and obtain documents","AccuMeasure ISO CE ATEX IECEx FCC certificates","GSC 28d 29 impressions 0 clicks position 8.07; claims C002 C003 C004 C013 C014 pending","UPDATE","Highest-confidence CTR/trust opportunity but only after documentary proof","Keep title; test verification/scope snippet after approved scans","Certificate scans issuer paths validity exact model scope and FCC/IECEx identifiers pending","None confirmed","/|/about|/quality|/products","/products/am-rl80-80ghz-radar-level-transmitter|/products/am-wl50-iot-wifi-level-sensor|/resources|/contact","Verify scope then request controlled certificate/RFQ","P1","Engineering + Operations + SEO","Approved scan and exact scope or request-only status; 30d CTR and document request review",30
"https://www.accumeasuretech.com/case-studies","Case-study hub","Review deployment evidence and find a comparable project","industrial measurement case studies","GSC 28d 17 impressions 0 clicks position 10.29; three case claims unapproved","UPDATE","The hub is near page one but must not promote unverified outcomes","Keep title; test evidence-status snippet after at least one approved case","Customer authorization order outcome and delivery evidence pending","None confirmed","/|/industries|/applications","/case-studies/saudi-water-radar-level|/case-studies/indonesia-pdam-electromagnetic-flow|/case-studies/brazil-integrator-oem-pressure-gauge|/contact","Choose comparable case then RFQ","P1","Marketing + Operations","Only approved/anonymized cases are featured; 30/60/90 review",30
"https://www.accumeasuretech.com/case-studies/saudi-water-radar-level","Case study","Assess radar fit for high-heat water tanks","Saudi water tank 80GHz radar level case study","Current page visibility is low; claim C007 is unapproved","UPDATE","Client name savings zero-failure and delivery claims are high risk","Keep task-led title; remove client/result specificity until authorized","Customer authorization contract delivery QC and result calculations pending","None confirmed","/case-studies|/products/am-rl80-80ghz-radar-level-transmitter|/applications/radar-level-sensor-for-oil-tank","/products/am-rl80-80ghz-radar-level-transmitter|/certificates|/contact","Send a similar tank configuration for review","P1","Marketing + Operations","All named/quantified results approved or anonymized/weakened; 30/60d review",30
"https://www.accumeasuretech.com/case-studies/indonesia-pdam-electromagnetic-flow","Case study","Assess magmeter fit for municipal water","PDAM electromagnetic flow meter case study","No material current page row; claim C008 unapproved","UPDATE","Order volume repeat order and lead-time claims need source proof","Keep task-led title; use configuration and constraints before results","Customer authorization orders delivery and result evidence pending","None confirmed","/case-studies|/products/am-emf100-electromagnetic-flow-meter|/applications/electromagnetic-flow-meter-for-water-treatment","/products/am-emf100-electromagnetic-flow-meter|/contact","Send water-treatment requirements","P1","Marketing + Operations","Quantified claims approved or removed; product configuration remains accurate",30
"https://www.accumeasuretech.com/case-studies/brazil-integrator-oem-pressure-gauge","Case study","Assess OEM/private-label digital gauge partnership","OEM digital pressure gauge case study","No material current page row; claim C009 unapproved","UPDATE","OEM project identity volume and packaging evidence are pending","Keep OEM task title; emphasize approved workflow not unsupported scale","Customer authorization packaging/logo and order evidence pending","None confirmed","/case-studies|/products/am-pg200-digital-pressure-gauge|/customization","/products/am-pg200-digital-pressure-gauge|/customization|/contact","Send branding quantity and specification brief","P1","Marketing + Operations","Case is authorized/anonymized and evidence-linked or claims are weakened",30
"https://www.accumeasuretech.com/blog","Guide hub","Find sensor selection and comparison guidance","industrial sensor selection guides","GSC 28d 27 impressions 0 clicks position 21.74","KEEP","Valid hub; feature refreshed evidence-backed guides before metadata changes","Keep title; feature one approved updated guide","Guide diagrams examples and reviewer ownership vary","None confirmed","/|/products","/blog/how-to-choose-radar-level-sensor|/blog/pressure-transmitter-selection-guide|/products","Read guide then choose product/RFQ","P2","Content + SEO","Priority guide featured; update date only after substantive review; 60d review",60
"https://www.accumeasuretech.com/blog/how-to-choose-radar-level-sensor","Selection guide","Choose radar by tank range medium installation and certification","radar level sensor selection and installation","Low current sample; historical audit identified near-win visibility","UPDATE","Guide can provide decision support without a duplicate page","Keep title; test snippet mentioning decision table and installation limits after assets exist","Installation diagram real configuration approved images and reviewer/date pending","None confirmed","/products/level|/products/am-rl80-80ghz-radar-level-transmitter|/blog","/products/am-rl80-80ghz-radar-level-transmitter|/applications/radar-level-sensor-for-oil-tank|/contact","Use guide then submit tank inputs","P1","Content + Engineering","Decision table/diagram verified; one snippet hypothesis; 30/60/90 review",30
"https://www.accumeasuretech.com/blog/80ghz-vs-26ghz-radar-level-sensor","Comparison guide","Compare radar frequency choices","80GHz vs 26GHz radar level sensor","GSC 28d 39 impressions 0 clicks position 52.13; current 7d 6 impressions position 80.17","UPDATE","Existing page is the right place but requires stronger limitations and evidence","Keep comparison title; test only after SERP and evidence review","Real installation examples source citations and approved diagrams pending","None confirmed","/products/level|/products/am-rl80-80ghz-radar-level-transmitter|/blog","/products/am-rl80-80ghz-radar-level-transmitter|/contact","Compare then send application constraints","P2","Content + Engineering","No unsupported universal winner; examples sourced; 28/60d review",60
"https://www.accumeasuretech.com/blog/electromagnetic-vs-ultrasonic-flow-meter","Comparison guide","Compare magmeter and ultrasonic flow technology","electromagnetic vs ultrasonic flow meter","No material 28d page row; flow category query cluster exists","KEEP","Useful supporting guide; first strengthen category-product linking","Keep title","Real installation cost and limitation examples pending","None confirmed","/products/flow|/compare/electromagnetic-vs-ultrasonic-flow-meter|/blog","/products/am-emf100-electromagnetic-flow-meter|/products/am-uf200-ultrasonic-flow-meter|/contact","Choose technology then RFQ","P2","Content + Engineering","Facts and limitations reviewed; no duplicate intent with comparison page",60
"https://www.accumeasuretech.com/blog/how-to-choose-level-sensor-supplier-china","Buyer guide","Evaluate supplier evidence MOQ quality and RFQ process","China level sensor supplier checklist","No material 28d page row; evidence package incomplete","KEEP","The buyer task is valid but claims must be proof-led","Keep title","Supplier verification examples certificate scans and factory proof pending","None confirmed","/products/level|/certificates|/quality","/certificates|/quality|/contact","Use checklist then request verified documents/RFQ","P2","Content + Operations","Checklist distinguishes proof from claim and links to approved evidence",60
"https://www.accumeasuretech.com/blog/pressure-transmitter-selection-guide","Selection guide","Choose pressure transmitter by range output connection and medium","pressure transmitter selection guide 4-20mA","No material 28d page row; pressure category has 73 impressions","UPDATE","Guide can support product qualification and reduce low-quality inquiries","Keep title; test a specification-checklist snippet","Application examples calibration evidence and reviewed decision table pending","None confirmed","/products/pressure|/products/am-pt300-pressure-transmitter|/blog","/products/am-pt300-pressure-transmitter|/applications/pressure-transmitter-for-oem-equipment|/contact","Use checklist then send specifications","P2","Content + Engineering","Decision inputs verified; guide-to-product event measurable; 60d review",60
"https://www.accumeasuretech.com/applications","Application hub","Explore product fit by industrial task","level flow and pressure sensor applications","URL Inspection says unknown to Google; no confirmed technical block","UPDATE","Discovery/value signals need review; another title-only edit is not justified","Keep title; strengthen only with approved unique application evidence","Application proof and unique examples are thin/pending","Google discovery/indexing unknown despite 200/canonical health","/|/industries|/products","/applications/radar-level-sensor-for-oil-tank|/applications/electromagnetic-flow-meter-for-water-treatment|/applications/pressure-transmitter-for-oem-equipment|/applications/radar-vs-ultrasonic-level-sensor","Choose application then RFQ","P1","Content + SEO + Marketing","Unique approved application summaries and contextual links exist; URL Inspection rechecked after substantive update",30
"https://www.accumeasuretech.com/applications/radar-level-sensor-for-oil-tank","Application detail","Assess radar for oil or fuel tanks","radar level sensor for oil tank","No material current page row; ATEX evidence pending","KEEP","Existing URL matches task; improve proof and links before rewrite","Keep title","ATEX scope tank drawing installation limits and approved case evidence pending","None confirmed","/products/am-rl80-80ghz-radar-level-transmitter|/blog/how-to-choose-radar-level-sensor|/applications","/products/am-rl80-80ghz-radar-level-transmitter|/certificates|/contact","Send tank and hazardous-area requirements","P2","Engineering + Content","Contextual links and approved limitations present; 60d review",60
"https://www.accumeasuretech.com/applications/electromagnetic-flow-meter-for-water-treatment","Application detail","Assess magmeter for water and wastewater","electromagnetic flow meter for water treatment","No material current page row; related case evidence unapproved","KEEP","Valid task page; strengthen evidence rather than create variants","Keep title","Conductivity lining installation and project evidence pending","None confirmed","/products/flow|/products/am-emf100-electromagnetic-flow-meter|/applications","/products/am-emf100-electromagnetic-flow-meter|/case-studies/indonesia-pdam-electromagnetic-flow|/contact","Send fluid pipe and process conditions","P2","Engineering + Content","Technical limits verified and case link uses approved claims",60
"https://www.accumeasuretech.com/applications/pressure-transmitter-for-oem-equipment","Application detail","Assess pressure transmitter for OEM equipment","pressure transmitter OEM private label","GSC 28d 12 impressions 0 clicks position 40.75; OEM evidence pending","UPDATE","Some exposure exists and the conversion intent is strong","Keep title; test OEM workflow snippet after evidence","OEM branding QA packaging and project proof pending","None confirmed","/products/pressure|/products/am-pt300-pressure-transmitter|/customization","/products/am-pt300-pressure-transmitter|/customization|/contact","Send specification quantity branding and timeline","P2","Engineering + Marketing","OEM workflow factual; evidence approved; 28/60d review",60
"https://www.accumeasuretech.com/applications/radar-vs-ultrasonic-level-sensor","Application comparison","Choose radar or ultrasonic by environment","radar vs ultrasonic level sensor","No material current page row","KEEP","Existing comparison task is valid; no evidence for a new page","Keep title","Real scenario diagrams and limitations pending","None confirmed","/products/level|/applications","/products/am-rl80-80ghz-radar-level-transmitter|/products/am-ul20-ultrasonic-level-sensor|/contact","Compare then send tank conditions","P3","Content + Engineering","No universal-winner claim; scenarios reviewed; 60d review",60
"https://www.accumeasuretech.com/compare","Comparison hub","Find technology comparisons","industrial measurement technology comparisons","GSC 28d 17 impressions 0 clicks position 30.53","KEEP","Useful hub with small exposure; improve approved comparison paths first","Keep title","Comparison facts and reviewer dates need governance","None confirmed","/|/products","/compare/capacitive-vs-ultrasonic-level-sensor|/compare/electromagnetic-vs-ultrasonic-flow-meter","Compare then choose product/RFQ","P2","Content + SEO","Comparison links are clear and non-duplicative; 60d review",60
"https://www.accumeasuretech.com/compare/capacitive-vs-ultrasonic-level-sensor","Comparison","Compare capacitive and ultrasonic level sensors","capacitive vs ultrasonic level sensor","Small historical exposure; no strong current row","KEEP","Task is distinct and valid; evidence does not justify rewrite","Keep title","Application examples and approved diagrams pending","None confirmed","/products/level|/applications/radar-vs-ultrasonic-level-sensor|/compare","/products/am-cl100-capacitive-level-sensor|/products/am-ul20-ultrasonic-level-sensor|/contact","Compare then send application conditions","P3","Content + Engineering","Facts and limitations reviewed; product links work",60
"https://www.accumeasuretech.com/compare/electromagnetic-vs-ultrasonic-flow-meter","Comparison","Compare magmeter and clamp-on ultrasonic flow meters","electromagnetic vs ultrasonic flow meter","No material current page row; flow category has broad exposure","UPDATE","This URL can absorb comparison intent without a new page","Keep title; test decision-table snippet after engineering review","Installation cost conductivity and pipe-condition examples pending","None confirmed","/products/flow|/blog/electromagnetic-vs-ultrasonic-flow-meter|/compare","/products/am-emf100-electromagnetic-flow-meter|/products/am-uf200-ultrasonic-flow-meter|/contact","Compare then send pipe/fluid conditions","P2","Content + Engineering","Decision table verified and distinct from blog; 60d review",60
"https://www.accumeasuretech.com/customization","OEM/ODM conversion page","Request product customization or private label","OEM ODM industrial sensor customization","No material 28d page row; claim C011 pending; production measurement/delivery unverified","UPDATE","Core conversion page must be evidence-backed and measurable","Keep title; after proof test a clear capability/process snippet","Delivered projects customization range packaging and workflow evidence pending","None confirmed","/|/products|/case-studies|/applications/pressure-transmitter-for-oem-equipment","/case-studies/brazil-integrator-oem-pressure-gauge|/contact","Submit specification quantity branding and timeline; track delivered qualified lead","P1","Engineering + Marketing + Dev","Claims approved/weakened; form source retained and internal delivery test succeeds",30
"https://www.accumeasuretech.com/contact","Contact/conversion page","Submit RFQ or contact sales","AccuMeasure RFQ and request quote","URL Inspection crawled-currently-not-indexed last crawl 2026-07-15; analytics and valid delivery unverified","KEEP","Conversion usability matters more than indexing or copy changes","Keep title; do not optimize for search until delivery/measurement are proven","No material content gap","Production delivery and analytics are unverified","/|/products|/certificates|/case-studies|/resources","/customization","Submit internal authorized test; measure accepted delivered and qualified separately","P0","Dev + Operations + Marketing","Internal test reaches inbox/webhook/CRM; failure is honest; events and source match; mobile usable",30
"https://www.accumeasuretech.com/privacy","Policy page","Understand data handling and rights","privacy policy","Intentional noindex; analytics/consent not confirmed live","KEEP","Required policy page; it must follow actual measurement behavior","Keep title and noindex; update only with approved analytics/consent scope","Future analytics wording must match implementation","Intentional noindex","/","/contact","No commercial CTA required","P0","Legal + Marketing","Policy and consent behavior match; page remains accessible and noindex",30
"https://www.accumeasuretech.com/terms","Policy page","Understand website terms","terms of use","Intentional noindex; no current issue","KEEP","Required policy page with no SEO growth task","Keep title and noindex","Legal review date unknown","Intentional noindex","/","/contact","No commercial CTA required","P3","Legal","Page remains accessible/noindex and reflects actual service terms",90
