url,page_type,current_primary_intent,target_query_or_need,gsc_or_other_evidence,action,reason,title_or_snippet_hypothesis,content_evidence_gap,technical_issue,internal_link_sources,internal_link_targets,conversion_next_step,priority,owner,acceptance_test,review_at_days
https://www.accumeasuretech.com/products/am-uf200-ultrasonic-flow-meter,Product detail,"Evaluate AM-UF200 for clamp-on/non-invasive flow applications","ultrasonic flow meter; clamp on flow meter","No GSC row in 28d export; image evidence unreviewed",KEEP,"Structurally valid product page; no demand evidence yet for a rewrite","Keep current title; wait for GSC/inquiry evidence","Clamp-on installation evidence, certificate scan and approved images pending","None","/products/flow|/compare/electromagnetic-vs-ultrasonic-flow-meter","/contact|/customization","Product RFQ or document request",P3,"Content/SEO","Evidence manifest approval recorded; no duplicate product copy",60
https://www.accumeasuretech.com/products/am-mf50-mass-flow-meter,Product detail,"Evaluate AM-MF50 for mass flow measurement applications","portable/mass flow meter; mass flow meter manufacturer","GSC query cluster includes mass portable flow meters; product page has no direct GSC row",KEEP,"Mass flow demand appears in query evidence; add contextual link from flow category before judging page rewrite","Keep current title; measure flow-category link effect first","Portable usage evidence, calibration sample and approved images pending","None","/products/flow|/blog/electromagnetic-vs-ultrasonic-flow-meter","/contact|/customization","Product RFQ or document request",P2,"Content/SEO","Flow category link added; 28-day GSC and inquiry review",60
https://www.accumeasuretech.com/products/am-pt300-pressure-transmitter,Product detail,"Evaluate AM-PT300 for process pressure transmitter applications","pressure transmitter manufacturer; ex certified pressure gauge","GSC query cluster ex certified pressure gauge; no direct product GSC row",KEEP,"Relevant to pressure query cluster; add explicit comparison paragraph rather than a new page","Keep title; add an in-page ex-certified pressure gauge comparison block","Ex-certified scope and certificate scan pending","None","/products/pressure|/blog/pressure-transmitter-selection-guide","/products/am-pg200-digital-pressure-gauge|/certificates|/contact","RFQ or document request",P2,"Content/SEO","Comparison block added without false ATEX claims; 28-day GSC reviewed",60
https://www.accumeasuretech.com/products/am-pg200-digital-pressure-gauge,Product detail,"Evaluate AM-PG200 for digital pressure gauge/OEM applications","digital pressure gauge; OEM pressure gauge","GSC 28d: 14 impressions, 0 clicks, avg 3.1; near-win",UPDATE,"Already near top but no clicks; needs evidence for OEM/calibration claims","Keep strong product title; test snippet variant referencing OEM/calibration evidence","OEM packaging evidence, battery/calibration test method, cert scope and approved images pending","None","/products/pressure|/case-studies/brazil-integrator-oem-pressure-gauge","/certificates|/contact|/customization","RFQ or OEM customization; track contact_click/generate_lead",P1,"Content/SEO + Marketing","Approved evidence added; 30-day click/CTR; 60-day OEM inquiry event",30
https://www.accumeasuretech.com/about,Company trust page,"Learn company history, factory and trust qualifications","AccuMeasure factory/company background; Chinese instrument manufacturer","GSC 28d: 54 impressions, 1 click, avg 19.9; evidence manifest sparse",UPDATE,"Trust page is visible but public claims lack approved evidence","Keep title; replace unsupported claims with verifiable scope/process language","Company history, team, factory capacity and founder background lack evidence assets","None","/|/contact|/case-studies","/certificates|/quality|/case-studies|/contact","Read evidence then contact; track contact_click",P1,"Marketing/Operations","Approved claim-to-evidence matrix; no unsupported company claims in live copy",30
https://www.accumeasuretech.com/quality,Quality/trust page,"Understand QC process, aging test and calibration certificate","72h aging test; calibration certificate; Chinese sensor factory QC","GSC 28d: 16 impressions, 0 clicks, avg 6.2; near-win",UPDATE,"Visible near top with no clicks; process claims need test/calibration evidence","Keep title; test snippet variant referencing verifiable test/calibration samples","Aging test record template, calibration certificate sample, equipment/process photos and approval status pending; QC document request event added locally","None","/|/products|/certificates","/certificates|/contact|/resources","Request evidence/datasheet then RFQ",P1,"Marketing/Operations","Approved evidence package linked; 30-day click/CTR; document request measurable",30
https://www.accumeasuretech.com/certificates,Certificate/trust page,"Verify ISO/CE/ATEX/RoHS/IECEx certificates","ATEX certificate; CE/ISO certificate verification; AccuMeasure certifications","GSC 28d: 25 impressions, 0 clicks, avg 5.8; near-win",UPDATE,"Visible near top but certificate numbers are not externally verifiable","Keep title; test snippet variant stating verification/download path","Certificate scans, issuer paths and IECEx number/issuer missing; verification steps and controlled-document CTAs added locally","None","/|/products|/quality|/blog/how-to-choose-level-sensor-supplier-china","/resources|/contact","Request verification package or RFQ; track document_request",P1,"Marketing/Operations","Approved scans or explicit controlled-document behavior; 30-day click/CTR; no invented certificate numbers",30
https://www.accumeasuretech.com/industries,Industry page,"Understand AccuMeasure fit for industry applications","water/wastewater/oil/gas/chemical sensor applications","No GSC row in 28d export; strong claims in repo require evidence",UPDATE,"Public industry claims should be backed by approved case/application evidence","Keep current title; test evidence-led industry cards after evidence package","Industry volume, project and customer claims lack approved evidence; application detail links added locally","None","/|/products|/case-studies|/applications","/case-studies|/applications|/contact","Explore application then RFQ",P2,"Marketing/Operations","Claim-to-evidence matrix covers industry claims; no unsupported volume claims",60
https://www.accumeasuretech.com/resources,Resource center,"Request datasheets/manuals/3D files or understand available documents","AccuMeasure datasheet; product manual; calibration certificate","GSC 28d: 30 impressions, 0 clicks, avg 12.9; no true downloads confirmed",UPDATE,"Visible listing but document assets are not verifiable","Keep title; make document request path explicit in title/snippet if content is controlled","No confirmed real PDF datasheet/manual/3D assets; document request event added locally","None","/|/products|/certificates|/quality","/contact|/customization","Request controlled documents; track document_request",P2,"Engineering/Marketing","2-3 real assets or explicit controlled-document language; document request event measurable",60
https://www.accumeasuretech.com/case-studies,Case study listing,"Review proof of delivery and project fit","AccuMeasure case studies; industrial sensor project examples","GSC 28d: 18 impressions, 0 clicks, avg 7.7",KEEP,"Useful listing page; no template failure","Keep title; improve evidence package before changing snippets","Case evidence approval incomplete for listed cases","None","/|/industries|/applications","/case-studies/saudi-water-radar-level|/case-studies/indonesia-pdam-electromagnetic-flow|/case-studies/brazil-integrator-oem-pressure-gauge|/contact","Read relevant case then RFQ",P2,"Marketing/Operations","Approved evidence in case cards; 28-day GSC reviewed",60
https://www.accumeasuretech.com/case-studies/saudi-water-radar-level,Case study,"Assess AM-RL80 performance for high-heat Middle East water tanks","Saudi water tank radar level sensor; 80GHz radar case study","GSC 28d: 20 impressions, 0 clicks, avg 5.3; near-win",UPDATE,"Visible near top but client names/results lack approved evidence","Keep strong case title; test snippet variant stating verifiable configuration/outcome","Client name, 71% savings, 0 failures and 18-day delivery lack approved proof","None","/case-studies|/applications/radar-level-sensor-for-oil-tank|/products/am-rl80-80ghz-radar-level-transmitter","/products/am-rl80-80ghz-radar-level-transmitter|/certificates|/contact","Read case then RFQ with similar application",P1,"Marketing/Operations","Authorized/redacted evidence approved or unsupported claims weakened; 30-day click/CTR",30
https://www.accumeasuretech.com/case-studies/indonesia-pdam-electromagnetic-flow,Case study,"Assess AM-EMF100 for municipal water/PDAM projects","PDAM electromagnetic flow meter case study; municipal water flow meter","No GSC row in 28d export; case evidence approval pending",KEEP,"Useful case page; no demand evidence yet for rewrite","Keep current title; wait for evidence approval and GSC baseline","200/500-unit claims, repeat order and delivery timeline lack approved proof","None","/case-studies|/applications/electromagnetic-flow-meter-for-water-treatment|/products/am-emf100-electromagnetic-flow-meter","/products/am-emf100-electromagnetic-flow-meter|/contact","Read case then RFQ",P2,"Marketing/Operations","Case evidence approved or claims weakened; 28-day GSC reviewed",60
https://www.accumeasuretech.com/case-studies/brazil-integrator-oem-pressure-gauge,Case study,"Assess OEM/private-label digital pressure gauge partnership","OEM digital pressure gauge; private label pressure gauge manufacturer","GSC 28d: 7 impressions, 0 clicks, avg 8.3; evidence approval pending",KEEP,"Useful OEM case; improve evidence before expanding promotion","Keep current title; wait for evidence approval and GSC baseline","OEM branding, packaging and volume claims lack approved proof","None","/case-studies|/products/am-pg200-digital-pressure-gauge|/customization","/products/am-pg200-digital-pressure-gauge|/customization|/contact","Read case then OEM RFQ",P2,"Marketing/Operations","Case evidence approved or claims weakened; 28-day GSC reviewed",60
https://www.accumeasuretech.com/blog,Blog listing,"Find practical sensor selection guides","sensor selection guide; radar/flow/pressure measurement guide","GSC 28d: 35 impressions, 0 clicks, avg 14.6",KEEP,"Useful listing page; no clear template failure","Keep title; feature refreshed priority guides and re-measure","None material; guide evidence quality varies by post","None","/|/products","/blog/how-to-choose-radar-level-sensor|/blog/pressure-transmitter-selection-guide|/blog/how-to-choose-level-sensor-supplier-china","Read guide then product/RFQ",P2,"Content/SEO","Priority guides receive featured links; 28-day GSC reviewed",60
https://www.accumeasuretech.com/blog/how-to-choose-radar-level-sensor,Blog guide,"Select radar level sensor by tank geometry, range, installation and certification","radar level sensor selection; radar level sensor installation; working principle","GSC 28d: 27 impressions, 0 clicks, avg 4.6; near-win",UPDATE,"Already visible near top but no clicks; guide needs faster decision support and evidence","Keep strong guide title; test snippet variant mentioning decision table/install guidance","Decision table and installation input list added locally; installation diagram, real tank drawing example and approved images missing","None","/products/am-rl80-80ghz-radar-level-transmitter|/products/level|/blog","/products/am-rl80-80ghz-radar-level-transmitter|/applications/radar-level-sensor-for-oil-tank|/contact","Read guide then product/RFQ; track guide-to-product click",P1,"Content/SEO","Added decision/install assets; 30-day CTR/click; 60-day related product/inquiry events",30
https://www.accumeasuretech.com/blog/80ghz-vs-26ghz-radar-level-sensor,Blog comparison,"Compare 80GHz vs 26GHz radar for selection","80GHz vs 26GHz radar level sensor","No GSC row in 28d export; useful comparison content",KEEP,"Valid informational page; no near-win evidence for rewrite","Keep current title; wait for GSC/inquiry evidence","Installation/real-world evidence and approved images pending","None","/products/am-rl80-80ghz-radar-level-transmitter|/blog","/products/am-rl80-80ghz-radar-level-transmitter|/contact","Read comparison then product/RFQ",P3,"Content/SEO","Evidence package if used; 28-day GSC reviewed",60
https://www.accumeasuretech.com/blog/electromagnetic-vs-ultrasonic-flow-meter,Blog comparison,"Compare magmeter vs ultrasonic flow meter for selection","electromagnetic vs ultrasonic flow meter","No GSC row in 28d export; comparison is related to flow query cluster",KEEP,"Useful supporting content; flow category link may be enough","Keep current title; measure flow-category link effect first","Real-world installation/cost examples and approved images pending","None","/products/flow|/compare/electromagnetic-vs-ultrasonic-flow-meter","/products/am-emf100-electromagnetic-flow-meter|/products/am-uf200-ultrasonic-flow-meter|/contact","Read comparison then product/RFQ",P3,"Content/SEO","Flow category link added; 28-day GSC reviewed",60
https://www.accumeasuretech.com/blog/how-to-choose-level-sensor-supplier-china,Blog guide,"Evaluate Chinese sensor suppliers, certifications, MOQ and RFQ process","China level sensor supplier; sensor supplier checklist; MOQ","GSC no direct row in 28d export; build-time internal links only 2",KEEP,"Useful BOFU guide but poorly discovered","Keep title; add supplier-checklist links from product/trust pages","Supplier verification evidence/certificate examples and approved images pending","None","/products/level|/products/flow|/products/pressure|/certificates|/contact","/certificates|/contact","Read checklist then RFQ",P2,"Content/SEO","In-body links added; 28-day GSC reviewed",60
https://www.accumeasuretech.com/blog/pressure-transmitter-selection-guide,Blog guide,"Select pressure transmitter by process/output/application","pressure transmitter selection guide","GSC no direct row in 28d export; build-time internal links only 2",KEEP,"Useful guide but poorly discovered","Keep title; add guide links from pressure category/product pages","Application examples, output comparison and approved images pending","None","/products/pressure|/products/am-pt300-pressure-transmitter|/blog","/products/am-pt300-pressure-transmitter|/contact","Read guide then product/RFQ",P2,"Content/SEO","In-body links added; 28-day GSC reviewed",60
https://www.accumeasuretech.com/applications,Application listing,"Review application fit across industries","level/flow/pressure sensor applications","No GSC row in 28d export; all application details have weak internal links",KEEP,"Useful listing; strengthen application details instead of new pages","Keep title; feature refreshed application paths","Application claims and product links need evidence/context","None","/|/industries|/products","/applications/radar-level-sensor-for-oil-tank|/applications/electromagnetic-flow-meter-for-water-treatment|/applications/pressure-transmitter-for-oem-equipment|/applications/radar-vs-ultrasonic-level-sensor","Read application then RFQ",P2,"Content/SEO","Featured application links verified; 28-day GSC reviewed",60
https://www.accumeasuretech.com/applications/radar-level-sensor-for-oil-tank,Application detail,"Assess radar level sensor for oil/fuel storage tanks","radar level sensor for oil tank; fuel storage tank level measurement","GSC 28d: 2 impressions, 0 clicks, avg 7.5; weak internal links",KEEP,"Already visible on small exposure; add contextual links before rewrite","Keep title; add radar guide/oil-tank links and re-measure","ATEX certificate scope, installation drawing and approved evidence pending","None","/products/am-rl80-80ghz-radar-level-transmitter|/blog/how-to-choose-radar-level-sensor|/products/level","/products/am-rl80-80ghz-radar-level-transmitter|/certificates|/contact","Read application then RFQ",P2,"Content/SEO","In-body links added; 28-day GSC reviewed",60
https://www.accumeasuretech.com/applications/electromagnetic-flow-meter-for-water-treatment,Application detail,"Assess magmeter for water/wastewater treatment plants","flow meter wastewater treatment plant; electromagnetic flow meter water treatment","GSC no direct row in 28d export; build-time internal links only 3",KEEP,"Useful application page but poorly discovered","Keep title; add flow-category/application links and re-measure","PDAM/project evidence and approved images pending","None","/products/flow|/products/am-emf100-electromagnetic-flow-meter|/case-studies/indonesia-pdam-electromagnetic-flow","/products/am-emf100-electromagnetic-flow-meter|/case-studies/indonesia-pdam-electromagnetic-flow|/contact","Read application then RFQ",P2,"Content/SEO","In-body links added; 28-day GSC reviewed",60
https://www.accumeasuretech.com/applications/pressure-transmitter-for-oem-equipment,Application detail,"Assess pressure transmitter for OEM/private-label equipment","pressure transmitter OEM; private label pressure transmitter","GSC no direct row in 28d export; build-time internal links only 3",KEEP,"Useful application page but poorly discovered","Keep title; add pressure-category/OEM links and re-measure","OEM branding/quality evidence and approved images pending","None","/products/pressure|/products/am-pt300-pressure-transmitter|/customization","/products/am-pt300-pressure-transmitter|/products/am-pg200-digital-pressure-gauge|/contact","Read application then OEM RFQ",P2,"Content/SEO","In-body links added; 28-day GSC reviewed",60
https://www.accumeasuretech.com/applications/radar-vs-ultrasonic-level-sensor,Application detail,"Compare radar vs ultrasonic level sensors by application","radar vs ultrasonic level sensor","GSC no direct row in 28d export; build-time internal links only 3",KEEP,"Useful application comparison but poorly discovered","Keep title; add level-category link and re-measure","Application photos/evidence and approved images pending","None","/products/level|/compare/capacitive-vs-ultrasonic-level-sensor","/products/am-rl80-80ghz-radar-level-transmitter|/products/am-ul20-ultrasonic-level-sensor|/contact","Read comparison then product/RFQ",P2,"Content/SEO","In-body links added; 28-day GSC reviewed",60
https://www.accumeasuretech.com/compare,Comparison listing,"Compare measurement technologies","radar vs ultrasonic; electromagnetic vs ultrasonic flow meter","No GSC row in 28d export; useful listing",KEEP,"Useful listing; no clear template failure","Keep title; feature comparison pages","None material; comparison facts need evidence package","None","/|/products","/compare/capacitive-vs-ultrasonic-level-sensor|/compare/electromagnetic-vs-ultrasonic-flow-meter","Read comparison then product/RFQ",P2,"Content/SEO","Featured comparisons verified; 28-day GSC reviewed",60
https://www.accumeasuretech.com/compare/capacitive-vs-ultrasonic-level-sensor,Comparison,"Compare capacitive vs ultrasonic level sensors","capacitive vs ultrasonic level sensor","GSC 28d: 3 impressions, 0 clicks, avg 11.3",KEEP,"Small near-win exposure; wait for evidence and links before rewrite","Keep title; add level-category link and re-measure","Application examples and approved evidence pending","None","/products/level|/applications/radar-vs-ultrasonic-level-sensor","/products/am-cl100-capacitive-level-sensor|/products/am-ul20-ultrasonic-level-sensor|/contact","Read comparison then product/RFQ",P2,"Content/SEO","In-body link added; 28-day GSC reviewed",60
https://www.accumeasuretech.com/compare/electromagnetic-vs-ultrasonic-flow-meter,Comparison,"Compare magmeter vs clamp-on ultrasonic flow meters","electromagnetic vs ultrasonic flow meter","GSC 28d: no row in page export; internal link count 7",KEEP,"Useful comparison with existing internal links; no near-win evidence","Keep title; wait for GSC/inquiry evidence","Real-world installation/cost evidence and approved images pending","None","/products/flow|/products/am-emf100-electromagnetic-flow-meter|/blog/electromagnetic-vs-ultrasonic-flow-meter","/products/am-emf100-electromagnetic-flow-meter|/products/am-uf200-ultrasonic-flow-meter|/contact","Read comparison then product/RFQ",P2,"Content/SEO","Evidence package if used; 28-day GSC reviewed",60
https://www.accumeasuretech.com/customization,OEM/ODM conversion page,"Request OEM/ODM/customization for measurement instruments","OEM ODM sensor manufacturer; private label sensor customization","GSC no direct row in 28d export; delivered case cards contain unverified claims",UPDATE,"Primary conversion page must be trustworthy and measurable before SEO growth","Keep title; add evidence-led OEM capability list and clear controlled-file workflow","Delivered case/project claims lack approved evidence; no real file upload is confirmed","None","/|/products|/case-studies|/applications/pressure-transmitter-for-oem-equipment","/contact|/case-studies/brazil-integrator-oem-pressure-gauge","Submit customization RFQ; track generate_lead",P1,"Marketing/Dev","Evidence matrix approved; form workflow documented; 28-day inquiry events measurable",30
https://www.accumeasuretech.com/contact,Contact/conversion page,"Submit RFQ or contact sales","AccuMeasure RFQ; request quote; inquiry form","GSC old doc records crawled-not-indexed; production analytics/delivery unverified",KEEP,"Core conversion page; fix delivery and measurement before page rewrite","Keep title; test form/path only after delivery/analytics verified","None","None","/|/products|/certificates|/case-studies","/customization","Submit valid inquiry; track contact_click/generate_lead",P0,"Dev/Operations + Marketing","End-to-end test email succeeds; analytics events visible; URL Inspection current status recorded",30
https://www.accumeasuretech.com/privacy,Privacy policy,"Explain data collection and user rights","privacy policy","Live page noindex; analytics/consent not yet installed",KEEP,"Required policy; update text only when consent/analytics implementation is approved","Keep noindex and current title","Consent/analytics text must match actual implementation once added","Intentional noindex","/","/contact","None",P0,"Legal/Marketing","Policy matches analytics/consent implementation after B001",30
https://www.accumeasuretech.com/terms,Terms of use,"State site use terms","terms of use","Live page noindex; no current issue",KEEP,"Required policy; no change now","Keep noindex and current title","None","Intentional noindex","/","/contact","None",P3,"Legal","No change; recheck with legal if analytics/consent changes",30
